[ comet-18-29.sdsc.edu, 0 ]
[ comet-18-49.sdsc.edu, 1 ]
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8299739361, 1474483331.8304851055, 0.000002555847168,       0
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8305099010, 1474483331.8309209347, 0.000002055168152,       1
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8309290409, 1474483331.8313379288, 0.000002044439316,       2
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8313450813, 1474483331.8317060471, 0.000001804828644,       3
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8317129612, 1474483331.8320770264, 0.000001820325851,       4
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8320839405, 1474483331.8324420452, 0.000001790523529,       5
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8324489594, 1474483331.8328099251, 0.000001804828644,       6
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8328170776, 1474483331.8331780434, 0.000001804828644,       7
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8331840038, 1474483331.8335449696, 0.000001804828644,       8
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8335509300, 1474483331.8339169025, 0.000001829862595,       9
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8339240551, 1474483331.8343050480, 0.000001904964447,      10
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8343119621, 1474483331.8347799778, 0.000002340078354,      11
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8347868919, 1474483331.8351919651, 0.000002025365829,      12
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8351979256, 1474483331.8355760574, 0.000001890659332,      13
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8355820179, 1474483331.8359580040, 0.000001879930496,      14
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8361959457, 1474483331.8365650177, 0.000001845359802,      15
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8365759850, 1474483331.8369390965, 0.000001815557480,      16
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8369460106, 1474483331.8373160362, 0.000001850128174,      17
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8373210430, 1474483331.8377430439, 0.000002110004425,      18
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8377490044, 1474483331.8381850719, 0.000002180337906,      19
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8381900787, 1474483331.8385710716, 0.000001904964447,      20
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8385760784, 1474483331.8389658928, 0.000001949071884,      21
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8389708996, 1474483331.8393509388, 0.000001900196075,      22
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8393559456, 1474483331.8397219181, 0.000001829862595,      23
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8397281170, 1474483331.8400928974, 0.000001823902130,      24
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8400990963, 1474483331.8404641151, 0.000001825094223,      25
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8404688835, 1474483331.8408410549, 0.000001860857010,      26
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8408460617, 1474483331.8412189484, 0.000001864433289,      27
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8412261009, 1474483331.8415930271, 0.000001834630966,      28
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8415980339, 1474483331.8419649601, 0.000001834630966,      29
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8419709206, 1474483331.8423368931, 0.000001829862595,      30
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8423430920, 1474483331.8427119255, 0.000001844167709,      31
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8427178860, 1474483331.8430891037, 0.000001856088638,      32
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8430950642, 1474483331.8434669971, 0.000001859664917,      33
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8434720039, 1474483331.8438429832, 0.000001854896545,      34
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8438489437, 1474483331.8442330360, 0.000001920461655,      35
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8442380428, 1474483331.8446190357, 0.000001904964447,      36
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8446269035, 1474483331.8449931145, 0.000001831054687,      37
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8449990749, 1474483331.8453660011, 0.000001834630966,      38
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8453719616, 1474483331.8457400799, 0.000001840591431,      39
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8457460403, 1474483331.8461179733, 0.000001859664917,      40
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8461239338, 1474483331.8464939594, 0.000001850128174,      41
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8464999199, 1474483331.8468699455, 0.000001850128174,      42
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8468759060, 1474483331.8472359180, 0.000001800060272,      43
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8472421169, 1474483331.8475880623, 0.000001729726791,      44
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8475949764, 1474483331.8479480743, 0.000001765489578,      45
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8479549885, 1474483331.8483119011, 0.000001784563065,      46
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8483190536, 1474483331.8486690521, 0.000001749992371,      47
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8486759663, 1474483331.8490340710, 0.000001790523529,      48
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8490409851, 1474483331.8494551182, 0.000002070665359,      49
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8494610786, 1474483331.8498699665, 0.000002044439316,      50
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8498759270, 1474483331.8502569199, 0.000001904964447,      51
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8502619267, 1474483331.8506491184, 0.000001935958862,      52
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8506550789, 1474483331.8510439396, 0.000001944303513,      53
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8510489464, 1474483331.8514399529, 0.000001955032349,      54
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8514449596, 1474483331.8518340588, 0.000001945495605,      55
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8518390656, 1474483331.8522179127, 0.000001894235611,      56
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8522241116, 1474483331.8526039124, 0.000001899003983,      57
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8526101112, 1474483331.8530869484, 0.000002384185791,      58
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8530929089, 1474483331.8534770012, 0.000001920461655,      59
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8534829617, 1474483331.8538930416, 0.000002050399780,      60
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8538999557, 1474483331.8543109894, 0.000002055168152,      61
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8543169498, 1474483331.8547029495, 0.000001929998398,      62
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8547089100, 1474483331.8550770283, 0.000001840591431,      63
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8550820351, 1474483331.8554511070, 0.000001845359802,      64
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8554561138, 1474483331.8559079170, 0.000002259016037,      65
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8559141159, 1474483331.8562910557, 0.000001884698868,      66
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8562960625, 1474483331.8567280769, 0.000002160072327,      67
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8567340374, 1474483331.8571460247, 0.000002059936523,      68
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8571519852, 1474483331.8575499058, 0.000001989603043,      69
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8575549126, 1474483331.8579449654, 0.000001950263977,      70
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8579509258, 1474483331.8583788872, 0.000002139806747,      71
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8583838940, 1474483331.8587648869, 0.000001904964447,      72
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8587710857, 1474483331.8591599464, 0.000001944303513,      73
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8591659069, 1474483331.8595569134, 0.000001955032349,      74
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8595619202, 1474483331.8599450588, 0.000001915693283,      75
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8599510193, 1474483331.8604159355, 0.000002324581146,      76
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8604209423, 1474483331.8608129025, 0.000001959800720,      77
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8608191013, 1474483331.8612120152, 0.000001964569092,      78
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8612170219, 1474483331.8615970612, 0.000001900196075,      79
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8616030216, 1474483331.8620049953, 0.000002009868622,      80
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8620100021, 1474483331.8623909950, 0.000001904964447,      81
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8623960018, 1474483331.8627789021, 0.000001914501190,      82
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8627851009, 1474483331.8631680012, 0.000001914501190,      83
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8631730080, 1474483331.8635520935, 0.000001895427704,      84
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8635571003, 1474483331.8639400005, 0.000001914501190,      85
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8639459610, 1474483331.8643290997, 0.000001915693283,      86
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8643341064, 1474483331.8647298813, 0.000001978874207,      87
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8647360802, 1474483331.8651230335, 0.000001934766769,      88
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8651280403, 1474483331.8655068874, 0.000001894235611,      89
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8655118942, 1474483331.8658950329, 0.000001915693283,      90
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8659009933, 1474483331.8662800789, 0.000001895427704,      91
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8662850857, 1474483331.8666660786, 0.000001904964447,      92
[ comet-18-29.sdsc.edu, 0 ], 1474483331.8666710854, 1474483331.8670489788, 0.000001889467239,      93
